original_caption,new_caption,contentUrl
Stunning aerial 4k shot sweeping past wind turbines at sunrise,A breathtaking aerial shot captures wind turbines at sunrise.,https://ak.picdn.net/shutterstock/videos/35028622/preview/stock-footage-stunning-aerial-k-shot-sweeping-past-wind-turbines-at-sunrise.mp4
Flash lights.,The scene is illuminated by flashing lights.,https://ak.picdn.net/shutterstock/videos/704242/preview/stock-footage-flash-lights.mp4
"Red and pink gradient animation clock footage,12 hours clock footage","There is an animation of a clock with a red and pink gradient, showing the passage of 12 hours.",https://ak.picdn.net/shutterstock/videos/1055993831/preview/stock-footage-red-and-pink-gradient-animation-clock-footage-hours-clock-footage.mp4
Document about a empoyment contract,A document discussing an employment contract.,https://ak.picdn.net/shutterstock/videos/24190057/preview/stock-footage-document-about-a-empoyment-contract.mp4
"Woman in supermarket selects the grapes, 4k",A woman chooses grapes while shopping in a supermarket.,https://ak.picdn.net/shutterstock/videos/32419855/preview/stock-footage-woman-in-supermarket-selects-the-grapes-k.mp4
Close up of ethnic african american male wrist in sun flare for cardio exercise checking heart red dragon,"A close-up of an African American male's wrist in the sun, checking his heart rate for cardio exercise.",https://ak.picdn.net/shutterstock/videos/22457734/preview/stock-footage-close-up-of-ethnic-african-american-male-wrist-in-sun-flare-for-cardio-exercise-checking-heart-red.mp4
Barbed wire fence,There is a barbed wire fence.,https://ak.picdn.net/shutterstock/videos/6513653/preview/stock-footage-barbed-wire-fence.mp4
"Spinx at giza, egypt","The Sphinx at Giza, Egypt.",https://ak.picdn.net/shutterstock/videos/9128654/preview/stock-footage-spinx-at-giza-egypt.mp4
Young girl runner in wheat field (without flares ver),A young girl running in a wheat field.,https://ak.picdn.net/shutterstock/videos/1016436220/preview/stock-footage-young-girl-runner-in-wheat-field-without-flares-ver.mp4
"Slow motion man frying onions in olive oil into frying pan, closeup. macro shot. chef frying onions in vegetable oil to frying pan for cooking dish. slow motion cooking close up.","A chef fries onions in oil in a close-up, slow-motion shot.",https://ak.picdn.net/shutterstock/videos/1064871208/preview/stock-footage-slow-motion-man-frying-onions-in-olive-oil-into-frying-pan-closeup-macro-shot-chef-frying-onions.mp4
1920s: canada: lady and man sit in boat. lady reads paper on deck of boat. man in native american costume. girl sits with family on boat. lady walks with girl.,"In the 1920s, a lady and a man sit in a boat. The lady reads a paper on the deck of the boat while the man is dressed in a Native American costume. A girl sits with her family on the boat and the lady walks with the girl.",https://ak.picdn.net/shutterstock/videos/1021387960/preview/stock-footage--s-canada-lady-and-man-sit-in-boat-lady-reads-paper-on-deck-of-boat-man-in-native-american.mp4
Calm african attractive woman using laptop computer while sitting by the table indoors,An attractive African woman calmly uses a laptop computer while sitting at a table indoors.,https://ak.picdn.net/shutterstock/videos/1054595108/preview/stock-footage-calm-african-attractive-woman-using-laptop-computer-while-sitting-by-the-table-indoors.mp4
Time lapse. tokyo sky tree and flowing clouds. in tokyo asakusa in japan ,"Time lapse footage of the Tokyo Sky Tree and flowing clouds in Asakusa, Japan.",https://ak.picdn.net/shutterstock/videos/1015804456/preview/stock-footage-time-lapse-tokyo-sky-tree-and-flowing-clouds-in-tokyo-asakusa-in-japan.mp4
Zoom in to someone trying to get in locked door,Someone is trying to get into a locked door.,https://ak.picdn.net/shutterstock/videos/1849231/preview/stock-footage-zoom-in-to-someone-trying-to-get-in-locked-door.mp4
"Camera flies over the roofs of nha trang overlooking the road, mountains, skyscrapers, different angles, top view, span forward and backward.","The camera flies over the roofs of Nha Trang, capturing views of the road, mountains, skyscrapers, and various angles from a top-down perspective.",https://ak.picdn.net/shutterstock/videos/1027006691/preview/stock-footage-camera-flies-over-the-roofs-of-nha-trang-overlooking-the-road-mountains-skyscrapers-different.mp4
"Seoul, south korea 04 12 2018: timelapse seoul night town 2","A timelapse of the Seoul night town in South Korea on April 12, 2018.",https://ak.picdn.net/shutterstock/videos/1034610155/preview/stock-footage-seoul-south-korea-timelapse-seoul-night-town.mp4
Day time guangzhou cityscape riverside famous museum aerial panorama 4k china,The famous museum is part of the aerial panorama of Guangzhou cityscape along the riverside in China during the daytime.,https://ak.picdn.net/shutterstock/videos/33535120/preview/stock-footage-day-time-guangzhou-cityscape-riverside-famous-museum-aerial-panorama-k-china.mp4
Connecting  polygon. global network connection. plexus abstract technology. science background.,An abstract technology background with a polygon connecting a global network.,https://ak.picdn.net/shutterstock/videos/1049656741/preview/stock-footage-connecting-polygon-global-network-connection-plexus-abstract-technology-science-background.mp4
Bride and groom playing with straws of grass and enjoy the fun. loving wedding couple outdoor. bride and groom.wedding concept. ,The bride and groom playfully enjoy themselves with straws of grass outdoors.,https://ak.picdn.net/shutterstock/videos/14266664/preview/stock-footage-bride-and-groom-playing-with-straws-of-grass-and-enjoy-the-fun-loving-wedding-couple-outdoor.mp4
Illuminated stage glowing beam lights motion footage. concert stage lights. flashing spotlights for your different projects.,Footage of an illuminated stage with glowing beam lights and flashing spotlights.,https://ak.picdn.net/shutterstock/videos/1042645141/preview/stock-footage-illuminated-stage-glowing-beam-lights-motion-footage-concert-stage-lights-flashing-spotlights-for.mp4
"Czech republic, cesky krumlov - january 12, 2017: tourist walking on street in old town cesky krumlov in winter.",A tourist walks on a street in the old town of Cesky Krumlov in winter.,https://ak.picdn.net/shutterstock/videos/25948718/preview/stock-footage-czech-republic-cesky-krumlov-january-tourist-walking-on-street-in-old-town-cesky.mp4
Close-up woman's legs and masseur's hands. a man does foot massage for girl,"A man gives a foot massage to a woman, focusing on her legs and his hands.",https://ak.picdn.net/shutterstock/videos/1018157599/preview/stock-footage-close-up-woman-s-legs-and-masseur-s-hands-a-man-does-foot-massage-for-girl.mp4
Young male tourist taking a photograph of old city on sunset,A young male tourist captures a photograph of an old city during sunset.,https://ak.picdn.net/shutterstock/videos/1022999059/preview/stock-footage-young-male-tourist-taking-a-photograph-of-old-city-on-sunset.mp4
Animation of business data processing with financial growth charts and statistics moving with businessman and businesswomen wearing phone headsets in an office in the background. global finance,"Business data is animated with financial growth charts and statistics, while a businessman and businesswoman wearing phone headsets work in the background office.",https://ak.picdn.net/shutterstock/videos/1046337976/preview/stock-footage-animation-of-business-data-processing-with-financial-growth-charts-and-statistics-moving-with.mp4
Stray dogs in snow,Dogs wandering in the snow.,https://ak.picdn.net/shutterstock/videos/14628736/preview/stock-footage-stray-dogs-in-snow.mp4
"A bonded mating pair of wild lions in lake nakuru, kenya, africa. this male lion and female lioness spent over two days with each other, having sex repeatedly during that time.","A male lion and female lioness bond and mate for over two days in Lake Nakuru, Kenya, Africa.",https://ak.picdn.net/shutterstock/videos/2478092/preview/stock-footage-a-bonded-mating-pair-of-wild-lions-in-lake-nakuru-kenya-africa-this-male-lion-and-female-lioness.mp4
"Logan square in philadelphia, aerial of downtown of philadelphia, daytime cityscape, business centre of pennsylvania, travel around us, financial giant, crowded streets of big city","An aerial view of Logan Square in Philadelphia showcases the bustling downtown area, with its crowded streets and towering buildings that make up the business center of Pennsylvania. This footage captures the vibrant cityscape during the daytime, highlighting the financial giant that Philadelphia is known to be.",https://ak.picdn.net/shutterstock/videos/1039760615/preview/stock-footage-logan-square-in-philadelphia-aerial-of-downtown-of-philadelphia-daytime-cityscape-business.mp4
Happy modern family celebrates the birthday of their pet in kitchen. people and animals concept.,"A modern family celebrates their pet's birthday in the kitchen, emphasizing the bond between people and animals.",https://ak.picdn.net/shutterstock/videos/1060619926/preview/stock-footage-happy-modern-family-celebrates-the-birthday-of-their-pet-in-kitchen-people-and-animals-concept.mp4
"Woman using mobile phone near sea beach, slowmotion",A woman using her mobile phone on a beach near the sea in slow motion.,https://ak.picdn.net/shutterstock/videos/1043750236/preview/stock-footage-woman-using-mobile-phone-near-sea-beach-slowmotion.mp4
"Dome of the buddhist temple, inle lake, myanmar.","The dome of a Buddhist temple located in Inle Lake, Myanmar.",https://ak.picdn.net/shutterstock/videos/13169456/preview/stock-footage-dome-of-the-buddhist-temple-inle-lake-myanmar.mp4
Tilt down of young caucasian woman and african businessman pointing at laptop screen and discussing project while working together in office,A young Caucasian woman and an African businessman are pointing at a laptop screen and discussing a project while working together in an office.,https://ak.picdn.net/shutterstock/videos/1020127516/preview/stock-footage-tilt-down-of-young-caucasian-woman-and-african-businessman-pointing-at-laptop-screen-and-discussing.mp4
"Kyiv, ukraine - february 7, 2017.stylish models on the catwalk.
fashion show in action. catwalk models. catwalk during fashion show. model on the catwalk. models. trend, style. fashion industry trend ","Stylish models walk the catwalk during a fashion show in Kyiv, Ukraine.",https://ak.picdn.net/shutterstock/videos/1010481893/preview/stock-footage-kyiv-ukraine-february-stylish-models-on-the-catwalk-fashion-show-in-action-catwalk.mp4
Slow motion: the sportsman (skier) is engaged in skiing in the summer in the park. he skates on ski roller the asphalt paths of the park. ski roller allow you to engage in summer activities. ,"In slow motion, a sportsman (skier) is skiing in the park during the summer. He is skating on roller skis along the asphalt paths of the park. Roller skis allow for summer skiing activities.",https://ak.picdn.net/shutterstock/videos/28621744/preview/stock-footage-slow-motion-the-sportsman-skier-is-engaged-in-skiing-in-the-summer-in-the-park-he-skates-on-ski.mp4
Insect. sequence. extreme closeup. macro. the structure of the legs of insects. shooting through a microscope. follow focus. shallow depth of field,The structure of an insect's legs is captured in extreme closeup through a microscope.,https://ak.picdn.net/shutterstock/videos/7938676/preview/stock-footage-insect-sequence-extreme-closeup-macro-the-structure-of-the-legs-of-insects-shooting-through-a.mp4
"Businessman celebrating success, working on laptop",A businessman celebrates success while working on his laptop.,https://ak.picdn.net/shutterstock/videos/1017131203/preview/stock-footage-businessman-celebrating-success-working-on-laptop.mp4
Young female owner of small tailor's shop is working with laptop in her workplace. she is ordering fabric for new collection from local textile supplier.,The young female owner of a small tailor's shop is working on her laptop in her workplace. She is ordering fabric for her new collection from a local textile supplier.,https://ak.picdn.net/shutterstock/videos/1010290292/preview/stock-footage-young-female-owner-of-small-tailor-s-shop-is-working-with-laptop-in-her-workplace-she-is-ordering.mp4
"Funny monkey sitting and eating a banana. video from jaipur, india on december 2019.","A monkey in Jaipur, India, sits and eats a banana.",https://ak.picdn.net/shutterstock/videos/1050908062/preview/stock-footage-funny-monkey-sitting-and-eating-a-banana-video-from-jaipur-india-on-december.mp4
"Toronto, ontario, canada - april 2017. a rouge flight is arriving at the gate","A Rouge flight arrives at the gate in Toronto, Ontario, Canada in April 2017.",https://ak.picdn.net/shutterstock/videos/27661504/preview/stock-footage-toronto-ontario-canada-april-a-rouge-flight-is-arriving-at-the-gate.mp4
"Coniferous forest view from above, dense coniferous forest top, view aerial a dense pine forest of pines and firs, with no spaces, very tight, aerial view of pine trees",An aerial view of a dense coniferous forest with tightly packed pine trees.,https://ak.picdn.net/shutterstock/videos/1007466835/preview/stock-footage-coniferous-forest-view-from-above-dense-coniferous-forest-top-view-aerial-a-dense-pine-forest-of.mp4
View of one of many beautiful channels of venice.,There is a view of one of the many beautiful channels of Venice.,https://ak.picdn.net/shutterstock/videos/5865623/preview/stock-footage-view-of-one-of-many-beautiful-channels-of-venice.mp4
"Baltic sea beach sunset, 4k timelapse",A timelapse of the sunset on a beach along the Baltic Sea.,https://ak.picdn.net/shutterstock/videos/9735425/preview/stock-footage-baltic-sea-beach-sunset-k-timelapse.mp4
Fire explosion isolated on black background. slow motion,There is a fire explosion on a black background in slow motion.,https://ak.picdn.net/shutterstock/videos/1011004694/preview/stock-footage-fire-explosion-isolated-on-black-background-slow-motion.mp4
Red river waterway lock & dam,The Red River Waterway Lock and Dam.,https://ak.picdn.net/shutterstock/videos/19717786/preview/stock-footage-red-river-waterway-lock-dam.mp4
Love heart palpitate 4k video background pattern and valentine's day,"A 4k video background pattern of a palpitating love heart, perfect for Valentine's Day.",https://ak.picdn.net/shutterstock/videos/1023435553/preview/stock-footage-love-heart-palpitate-k-video-background-pattern-and-valentine-s-day.mp4
Cooking stir fry noodles and tasty chicken on electric kitchen stove in frying pan,Someone cooks stir fry noodles and chicken on an electric stove in a frying pan.,https://ak.picdn.net/shutterstock/videos/1007382853/preview/stock-footage-cooking-stir-fry-noodles-and-tasty-chicken-on-electric-kitchen-stove-in-frying-pan.mp4
"Close up footage of piping line in oil refinery with smoke stacks, wind checking and storage tanks","A close-up view of a piping line in an oil refinery with smoke stacks, wind checking, and storage tanks.",https://ak.picdn.net/shutterstock/videos/1055726984/preview/stock-footage-close-up-footage-of-piping-line-in-oil-refinery-with-smoke-stacks-wind-checking-and-storage-tanks.mp4
Belarus. minsk. august 28: avtovaz factory in minsk. production plant for russian cars. production departments working people.,"The Avtovaz factory in Minsk, Belarus produces Russian cars with various production departments and working people.",https://ak.picdn.net/shutterstock/videos/9407864/preview/stock-footage-belarus-minsk-august-avtovaz-factory-in-minsk-production-plant-for-russian-cars-production.mp4
New york-1971: a dark and red color flowers are very good to see around,"In 1971, vibrant dark red flowers can be seen in New York.",https://ak.picdn.net/shutterstock/videos/1049689930/preview/stock-footage-new-york-a-dark-and-red-color-flowers-are-very-good-to-see-around.mp4
"Man thinking about a pet - 4k animation with alpha channel, no background. ","An animated man is shown thinking about a pet, with no background.",https://ak.picdn.net/shutterstock/videos/1063781098/preview/stock-footage-man-thinking-about-a-pet-k-animation-with-alpha-channel-no-background.mp4
Park with fountains in summer time,A park with fountains during the summer.,https://ak.picdn.net/shutterstock/videos/7370023/preview/stock-footage-park-with-fountains-in-summer-time.mp4
Pan of young male laboratory technician looking at charts on computer screens and monitoring activity during experiment,"A young male laboratory technician pans across computer screens, looking at charts and monitoring activity during an experiment.",https://ak.picdn.net/shutterstock/videos/34949311/preview/stock-footage-pan-of-young-male-laboratory-technician-looking-at-charts-on-computer-screens-and-monitoring.mp4
Nice nature video with beautiful and colorful butterfly on the purple flower from czech republic,A colorful butterfly rests on a purple flower in the Czech Republic.,https://ak.picdn.net/shutterstock/videos/14889649/preview/stock-footage-nice-nature-video-with-beautiful-and-colorful-butterfly-on-the-purple-flower-from-czech-republic.mp4
Low angle view of tall green tree in a forest,A tall green tree is seen from a low angle in a forest.,https://ak.picdn.net/shutterstock/videos/5661911/preview/stock-footage-low-angle-view-of-tall-green-tree-in-a-forest.mp4
Man using mobile phone close-up using slider,A close-up shot of a man using his mobile phone.,https://ak.picdn.net/shutterstock/videos/5057399/preview/stock-footage-man-using-mobile-phone-close-up-using-slider.mp4
Kite flying,People are flying a kite.,https://ak.picdn.net/shutterstock/videos/11053532/preview/stock-footage-kite-flying.mp4
"Aerial view of the red orthodox church with golden domes. red-stone church from helicopter. the church is surrounded by a green forest. church with golden domes and crosses. russia, october 2016",Aerial view of a red orthodox church with golden domes surrounded by a green forest in Russia.,https://ak.picdn.net/shutterstock/videos/23619283/preview/stock-footage-aerial-view-of-the-red-orthodox-church-with-golden-domes-red-stone-church-from-helicopter-the.mp4
"London heathrow, united kingdom - 05 12 2019: 4k super-telephoto plane accelerates down hot runway through heat shimmer",A plane accelerates down a hot runway at London Heathrow Airport in the United Kingdom.,https://ak.picdn.net/shutterstock/videos/1034741675/preview/stock-footage-london-heathrow-united-kingdom-k-super-telephoto-plane-accelerates-down-hot-runway.mp4
"Portland, oregon: october 13, 2019:  traffic and urban life in the city of portland, oregon.    the population of portland is 647,805.","There is traffic and urban life in the city of Portland, Oregon. The population of Portland is 647,805.",https://ak.picdn.net/shutterstock/videos/1040814689/preview/stock-footage-portland-oregon-october-traffic-and-urban-life-in-the-city-of-portland-oregon-the.mp4
"Boy and girl digging a hole in the sand, the boy took the bucket and took some water into the sea",A boy and girl are digging a hole in the sand. The boy takes a bucket and fills it with water from the sea.,https://ak.picdn.net/shutterstock/videos/1195690/preview/stock-footage-boy-and-girl-digging-a-hole-in-the-sand-the-boy-took-the-bucket-and-took-some-water-into-the-sea.mp4
"Young girl rides an electric scooter on the road,sun",A young girl rides an electric scooter on a sunny road.,https://ak.picdn.net/shutterstock/videos/1017269047/preview/stock-footage-young-girl-rides-an-electric-scooter-on-the-road-sun.mp4
Ski opening season - bansko - bulgaria - 15 november 2018: skiers arrive at the top of the mountain with a chairlift,"Skiers arrive at the top of the mountain via chairlift during the opening season at Bansko in Bulgaria on November 15, 2018.",https://ak.picdn.net/shutterstock/videos/1022583808/preview/stock-footage-ski-opening-season-bansko-bulgaria-november-skiers-arrive-at-the-top-of-the-mountain.mp4
Adorable toddler eating kefir,An adorable toddler is eating kefir.,https://ak.picdn.net/shutterstock/videos/17810818/preview/stock-footage-adorable-toddler-eating-kefir.mp4
The war plane flies in the sky in the evening.,A war plane is seen flying in the evening sky.,https://ak.picdn.net/shutterstock/videos/16935481/preview/stock-footage-the-war-plane-flies-in-the-sky-in-the-evening.mp4
Young asian businesswoman working on laptop while her caucasian colleague writing in notepad at cafe table during coffee break with male coworkers,A young Asian businesswoman is working on her laptop while her Caucasian colleague writes in a notepad at a cafe table during a coffee break with male coworkers.,https://ak.picdn.net/shutterstock/videos/1024078127/preview/stock-footage-young-asian-businesswoman-working-on-laptop-while-her-caucasian-colleague-writing-in-notepad-at.mp4
"Part of the festive decor, floral arrangement. detail of a wedding arch. wedding decoration ceremony chandelier in the arch of flowers . wedding decoration. arch. cage. wedding setup on the beach","A detailed floral arrangement on a wedding arch with a chandelier, set up on a beach for a wedding ceremony.",https://ak.picdn.net/shutterstock/videos/25349273/preview/stock-footage-part-of-the-festive-decor-floral-arrangement-detail-of-a-wedding-arch-wedding-decoration.mp4
Man unemployed homeless dirty looking food waste dump in landfill  social  video ,A man who appears to be homeless and unemployed is seen in a landfill surrounded by food waste.,https://ak.picdn.net/shutterstock/videos/12107855/preview/stock-footage-man-unemployed-homeless-dirty-looking-food-waste-dump-in-landfill-social-video.mp4
Aerial view of odessa city center with opera and ballet theater building,The Opera and Ballet Theater building in Odessa city center is seen from an aerial view.,https://ak.picdn.net/shutterstock/videos/1022731294/preview/stock-footage-aerial-view-of-odessa-city-center-with-opera-and-ballet-theater-building.mp4
"In the streets of hoi an vietnam at daytime, february 2017.","People walk through the streets of Hoi An, Vietnam during the daytime in February 2017.",https://ak.picdn.net/shutterstock/videos/25933934/preview/stock-footage-in-the-streets-of-hoi-an-vietnam-at-daytime-february.mp4
Teenager makes selfie with different emotions. green screen. close up. slow motion,A teenager takes a selfie with various emotions in front of a green screen in slow motion.,https://ak.picdn.net/shutterstock/videos/1007070685/preview/stock-footage-teenager-makes-selfie-with-different-emotions-green-screen-close-up-slow-motion.mp4
"Handwriting of chinese characters, ""south korea""","Chinese characters for ""South Korea"" being handwritten.",https://ak.picdn.net/shutterstock/videos/21897382/preview/stock-footage-handwriting-of-chinese-characters-south-korea.mp4
"Concept of internet addiction, teen boy and girl use their smartphones, sitting hunched on a bench in the park on a summer day, instead of just walking and enjoying life. 4k, slow motion","Two teenagers sitting on a bench in the park, using their smartphones instead of enjoying the outdoors.",https://ak.picdn.net/shutterstock/videos/1012773125/preview/stock-footage-concept-of-internet-addiction-teen-boy-and-girl-use-their-smartphones-sitting-hunched-on-a-bench.mp4
A man is riding a bicycle on a forest path. he leads a healthy lifestyle,A man who leads a healthy lifestyle is riding a bicycle on a forest path.,https://ak.picdn.net/shutterstock/videos/1013241302/preview/stock-footage-a-man-is-riding-a-bicycle-on-a-forest-path-he-leads-a-healthy-lifestyle.mp4
"Bucharest, august the 4th 2015, beautiful sunny day in the park, fluffy clouds reflecting in pond, round bridge","On a beautiful sunny day in Bucharest on August 4th, 2015, fluffy clouds are reflected in a pond with a round bridge in the park.",https://ak.picdn.net/shutterstock/videos/12272327/preview/stock-footage-bucharest-august-the-th-beautiful-sunny-day-in-the-park-fluffy-clouds-reflecting-in-pond.mp4
"Pan left shot of traditional lantern among fall foliage at historic jojakkoji temple in kyoto, japan","A traditional lantern is seen among fall foliage at the historic Jojakkoji Temple in Kyoto, Japan.",https://ak.picdn.net/shutterstock/videos/1020050020/preview/stock-footage-pan-left-shot-of-traditional-lantern-among-fall-foliage-at-historic-jojakkoji-temple-in-kyoto-japan.mp4
Food in focus,The food is in focus.,https://ak.picdn.net/shutterstock/videos/15965746/preview/stock-footage-food-in-focus.mp4
Bonaire - circa 2012:  bonaire beach,"A beach in Bonaire, circa 2012.",https://ak.picdn.net/shutterstock/videos/4832927/preview/stock-footage-bonaire-circa-bonaire-beach.mp4
Woman texting using mobile phone at home,A woman is texting on her mobile phone at home.,https://ak.picdn.net/shutterstock/videos/1062997924/preview/stock-footage-woman-texting-using-mobile-phone-at-home.mp4
Aerial panorama of the reese river valley in central nevada - drone,A drone captures an aerial panorama of the Reese River Valley in central Nevada.,https://ak.picdn.net/shutterstock/videos/1063559068/preview/stock-footage-aerial-panorama-of-the-reese-river-valley-in-central-nevada-drone.mp4
The sea in motion,The sea is in motion.,https://ak.picdn.net/shutterstock/videos/1010067866/preview/stock-footage-the-sea-in-motion.mp4
Woodworking during manual production game calls for hunting.,Crafting game calls for hunting using manual woodworking techniques.,https://ak.picdn.net/shutterstock/videos/15065119/preview/stock-footage-woodworking-during-manual-production-game-calls-for-hunting.mp4
Businessman sitting on a bench and smiling while typing on his tablet,"A businessman sits on a bench, smiling as he types on his tablet.",https://ak.picdn.net/shutterstock/videos/1064356795/preview/stock-footage-businessman-sitting-on-a-bench-and-smiling-while-typing-on-his-tablet.mp4
"Bahrain - 2011 - handheld shot in an open market place or souk. traders are displaying their wares and shoppers are walking around, some in traditional bahraini dress.",People in traditional Bahraini dress walk around an open market or souk where traders display their wares. The shot is handheld.,https://ak.picdn.net/shutterstock/videos/14747845/preview/stock-footage-bahrain-handheld-shot-in-an-open-market-place-or-souk-traders-are-displaying-their-wares.mp4
Springer for watering flower,A springer is being used to water a flower.,https://ak.picdn.net/shutterstock/videos/5245781/preview/stock-footage-springer-for-watering-flower.mp4
"No drone zone sign on approach lighting system at runway. airport airspace perimeter prohibition drones fly sign. airport infrastructure and buildings in background, against blue sky.","A ""No Drone Zone"" sign is seen on the approach lighting system at the runway, with airport infrastructure and buildings in the background against a blue sky.",https://ak.picdn.net/shutterstock/videos/1044062413/preview/stock-footage-no-drone-zone-sign-on-approach-lighting-system-at-runway-airport-airspace-perimeter-prohibition.mp4
"Toronto, ontario, canada february 2017 blinding orange explosion of sunset in city streets with traffic gridlock","In February 2017, the city streets of Toronto, Ontario, Canada were filled with traffic gridlock as a blinding orange sunset exploded in the sky.",https://ak.picdn.net/shutterstock/videos/24183445/preview/stock-footage-toronto-ontario-canada-february-blinding-orange-explosion-of-sunset-in-city-streets-with.mp4
"Sao paulo, brazil - june 01, 2019: people walking down the street (liberdade feira da liberdade sao paulo) in sao paulo, brazil.","People walking down the street in Sao Paulo, Brazil.",https://ak.picdn.net/shutterstock/videos/1030651928/preview/stock-footage-sao-paulo-brazil-june-people-walking-down-the-street-liberdade-feira-da-liberdade-sao.mp4
"Cute asian boy using tablet computer ,young teenage boy doing homework on digital tablet with silently face .",A cute Asian boy silently does his homework on a digital tablet.,https://ak.picdn.net/shutterstock/videos/1030103423/preview/stock-footage-cute-asian-boy-using-tablet-computer-young-teenage-boy-doing-homework-on-digital-tablet-with.mp4
Digital composite of happy new year,A digital composite celebrating the new year.,https://ak.picdn.net/shutterstock/videos/1018436452/preview/stock-footage-digital-composite-of-happy-new-year.mp4
Norway landscape timelapse,A timelapse of the landscape in Norway.,https://ak.picdn.net/shutterstock/videos/21029218/preview/stock-footage-norway-landscape-timelapse.mp4
"Mature man in warm clothes, puts jam on pancakes, eats, fruits on the table, picnic by the river on a wooden bridge, weekend, cold weather, camping, tourism 4k","A mature man enjoys a picnic by the river on a wooden bridge, putting jam on his pancakes and eating fruit while surrounded by cold weather and camping gear.",https://ak.picdn.net/shutterstock/videos/1018889593/preview/stock-footage-mature-man-in-warm-clothes-puts-jam-on-pancakes-eats-fruits-on-the-table-picnic-by-the-river-on.mp4
Sheeps grazing in foggy weather,Sheep are grazing in foggy weather.,https://ak.picdn.net/shutterstock/videos/1013729351/preview/stock-footage-sheeps-grazing-in-foggy-weather.mp4
This is a movie of santa claus in snow,Santa Claus is in the snow.,https://ak.picdn.net/shutterstock/videos/1030671035/preview/stock-footage-this-is-a-movie-of-santa-claus-in-snow.mp4
Guy skier on a ski base in a snowy forest,A man skiing on a ski base in a snowy forest.,https://ak.picdn.net/shutterstock/videos/1007927116/preview/stock-footage-guy-skier-on-a-ski-base-in-a-snowy-forest.mp4
"Moscow - apr 24, 2016: transport traffic on quay of yauza river near residential complex arco di sole at evening. aerial view",An aerial view of transport traffic on the quay of Yauza River near the Arco di Sole residential complex in Moscow during the evening.,https://ak.picdn.net/shutterstock/videos/19620241/preview/stock-footage-moscow-apr-transport-traffic-on-quay-of-yauza-river-near-residential-complex-arco-di.mp4
"Portrait of a young attractive man finishes the conversation on the phone, turns his head and looks at the camera and smiling, sitting at the sofa at home in modern interior","A young attractive man finishes a phone conversation, turns his head, looks at the camera, and smiles while sitting on a sofa in a modern interior at home.",https://ak.picdn.net/shutterstock/videos/27102874/preview/stock-footage-portrait-of-a-young-attractive-man-finishes-the-conversation-on-the-phone-turns-his-head-and-looks.mp4
"Scenic view of sea viewpoint at paradise tropical coast beach viewpoint at samed island, rayong, koh samet, thailand.","A beautiful view of the tropical coast and beach at Samed Island in Rayong, Koh Samet, Thailand.",https://ak.picdn.net/shutterstock/videos/1041551197/preview/stock-footage-scenic-view-of-sea-viewpoint-at-paradise-tropical-coast-beach-viewpoint-at-samed-island-rayong.mp4
Mechanical clockwork toy bunny drummer,A mechanical toy bunny drummer.,https://ak.picdn.net/shutterstock/videos/1030586921/preview/stock-footage-mechanical-clockwork-toy-bunny-drummer.mp4
"Sunset over the city, river and bridge","The sun sets over a city, river, and bridge.",https://ak.picdn.net/shutterstock/videos/1007514736/preview/stock-footage-sunset-over-the-city-river-and-bridge.mp4
"Senior mixed race woman enjoying her time at home, spending time with her daughter, drinking tea together, social distancing and self isolation in quarantine lockdown, in slow motion","A senior mixed race woman enjoys her time at home, spending time with her daughter, and drinking tea together in slow motion. They practice social distancing and self-isolation during quarantine lockdown.",https://ak.picdn.net/shutterstock/videos/1052207305/preview/stock-footage-senior-mixed-race-woman-enjoying-her-time-at-home-spending-time-with-her-daughter-drinking-tea.mp4
Man and woman walking through cornfield looking at crops,A man and woman are walking through a cornfield and looking at the crops.,https://ak.picdn.net/shutterstock/videos/12724607/preview/stock-footage-man-and-woman-walking-through-cornfield-looking-at-crops.mp4
Cosmetologist at modern cosmetology clinic makes skin tightening procedure for client using high-tech microwave equipment with anti-cellulite effect to improve skin tone,"A cosmetologist at a modern clinic uses high-tech microwave equipment with anti-cellulite effect to perform a skin tightening procedure for a client, improving their skin tone.",https://ak.picdn.net/shutterstock/videos/1049608603/preview/stock-footage-cosmetologist-at-modern-cosmetology-clinic-makes-skin-tightening-procedure-for-client-using-high.mp4
Field of plants at sunset. moving camera. beautiful sky.,"The camera moves through a field of plants at sunset, capturing the beautiful sky.",https://ak.picdn.net/shutterstock/videos/28048801/preview/stock-footage-field-of-plants-at-sunset-moving-camera-beautiful-sky.mp4
Riga old town cityscape panorama in dusk evening twilight sunset light,"The cityscape of Riga's old town is captured during dusk, in the light of the evening twilight and sunset.",https://ak.picdn.net/shutterstock/videos/1013061728/preview/stock-footage-riga-old-town-cityscape-panorama-in-dusk-evening-twilight-sunset-light.mp4
Man got lost in the forest. survival in the forest.,A man is lost in the forest and must survive.,https://ak.picdn.net/shutterstock/videos/1038298793/preview/stock-footage-man-got-lost-in-the-forest-survival-in-the-forest.mp4
Woman sleeping and dreaming relaxed in bed at home,A woman is peacefully sleeping and dreaming in her bed at home.,https://ak.picdn.net/shutterstock/videos/5405057/preview/stock-footage-woman-sleeping-and-dreaming-relaxed-in-bed-at-home.mp4
